lsl_timestamp,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,marker
794982.345580625,-20029.845703125,-12527.9296875,-27981.74609375,-8963.49609375,-19438.57421875,-27179.498046875,-22105.271484375,-14095.8818359375,
794982.349580625,-20030.224609375,-12516.5078125,-27969.185546875,-8980.751953125,-19429.947265625,-27164.142578125,-22095.236328125,-14096.2841796875,
794982.3535806249,-20032.794921875,-12512.6181640625,-27967.84375,-8958.2666015625,-19427.17578125,-27158.6875,-22087.078125,-14096.060546875,
794982.3575806249,-20032.013671875,-12515.2783203125,-27973.07421875,-8930.52734375,-19433.478515625,-27158.576171875,-22084.619140625,-14091.1435546875,
794982.3615806248,-20026.11328125,-12515.45703125,-27973.453125,-8945.369140625,-19435.37890625,-27158.017578125,-22083.6796875,-14087.09765625,
794982.3655806248,-20018.3125,-12507.5,-27968.0234375,-8982.0263671875,-19428.001953125,-27152.20703125,-22077.310546875,-14084.2587890625,
794982.3695806247,-20013.7734375,-12503.677734375,-27968.291015625,-8980.349609375,-19428.046875,-27149.748046875,-22074.783203125,-14083.7001953125,
794982.3735806247,-20015.673828125,-12498.849609375,-27963.240234375,-8956.388671875,-19424.158203125,-27146.55078125,-22070.537109375,-14081.755859375,
794982.3775806247,-20018.826171875,-12493.0830078125,-27952.578125,-8955.986328125,-19416.849609375,-27146.373046875,-22068.79296875,-14081.5322265625,
794982.3815806246,-20023.966796875,-12494.826171875,-27950.208984375,-8983.9931640625,-19415.015625,-27152.876953125,-22074.91796875,-14094.048828125,
794982.3980592911,-20022.78125,-12489.328125,-27945.24609375,-8980.5283203125,-19403.75,-27146.037109375,-22069.888671875,-14097.759765625,
794982.402059291,-20022.603515625,-12490.958984375,-27947.146484375,-8940.1162109375,-19401.359375,-27143.33203125,-22069.3515625,-14101.5146484375,
794982.406059291,-20029.2421875,-12497.9111328125,-27955.05859375,-8933.2548828125,-19403.013671875,-27145.92578125,-22072.771484375,-14096.9990234375,
794982.4100592909,-20006.935546875,-12496.9052734375,-27954.96875,-8955.1142578125,-19400.21875,-27145.90234375,-22072.369140625,-14084.59375,
794982.4140592909,-19990.998046875,-12482.1748046875,-27939.412109375,-8952.1865234375,-19387.92578125,-27134.705078125,-22061.865234375,-14076.16796875,
794982.4180592909,-19995.04296875,-12479.4482421875,-27937.064453125,-8912.5126953125,-19386.271484375,-27135.5546875,-22058.19921875,-14064.142578125,
794982.4220592908,-19996.451171875,-12476.900390625,-27937.087890625,-8898.005859375,-19381.578125,-27131.1953125,-22053.59375,-14064.41015625,
794982.4260592908,-19990.640625,-12464.62890625,-27925.3984375,-8911.5068359375,-19366.580078125,-27117.44921875,-22042.888671875,-14062.734375,
794982.4300592907,-19990.662109375,-12459.2421875,-27921.77734375,-8914.30078125,-19355.8515625,-27112.375,-22038.5078125,-14061.3037109375,
794982.4340592907,-19994.865234375,-12454.1689453125,-27918.111328125,-8881.2646484375,-19350.150390625,-27105.580078125,-22032.6953125,-14060.4990234375,
794982.4333995411,-20001.146484375,-12450.97265625,-27913.953125,-8852.5205078125,-19347.8046875,-27105.333984375,-22029.3203125,-14056.900390625,
794982.437399541,-19995.4453125,-12438.5,-27902.30859375,-8862.82421875,-19334.19140625,-27095.791015625,-22018.859375,-14048.1611328125,
794982.441399541,-19978.146484375,-12433.42578125,-27897.94921875,-8877.978515625,-19328.380859375,-27090.650390625,-22014.791015625,-14039.533203125,
794982.445399541,-19979.396484375,-12443.6630859375,-27908.365234375,-8854.419921875,-19342.015625,-27105.044921875,-22024.89453125,-14042.1708984375,
794982.4493995409,-19987.35546875,-12455.2861328125,-27917.9765625,-8835.5556640625,-19351.55859375,-27115.68359375,-22032.875,-14057.75,
794982.4533995409,-19995.357421875,-12459.287109375,-27916.6796875,-8854.017578125,-19356.41015625,-27117.158203125,-22036.919921875,-14057.1240234375,
794982.4573995408,-19997.703125,-12454.1689453125,-27905.1015625,-8871.943359375,-19356.587890625,-27107.7265625,-22033.142578125,-14040.001953125,
794982.4613995408,-19991.244140625,-12455.2412109375,-27900.54296875,-8857.19140625,-19361.908203125,-27108.240234375,-22035.087890625,-14037.1865234375,
794982.4653995407,-19977.05078125,-12458.7734375,-27903.3359375,-8827.28515625,-19368.748046875,-27113.1796875,-22039.244140625,-14028.6025390625,
794982.4693995407,-19980.447265625,-12465.9033203125,-27905.05859375,-8839.8017578125,-19382.806640625,-27118.119140625,-22046.822265625,-14026.009765625,
794982.468953,-20008.455078125,-12487.3828125,-27918.982421875,-8877.173828125,-19404.220703125,-27136.91796875,-22068.458984375,-14041.8349609375,
794982.472953,-20022.22265625,-12503.185546875,-27932.416015625,-8880.146484375,-19418.212890625,-27145.34375,-22080.103515625,-14049.7255859375,
794982.476953,-20018.580078125,-12522.609375,-27950.611328125,-8867.9423828125,-19437.255859375,-27159.76171875,-22096.287109375,-14049.6806640625,
794982.4809529999,-20021.6640625,-12531.1259765625,-27951.52734375,-8879.6103515625,-19444.20703125,-27166.33203125,-22106.1875,-14070.69140625,
794982.4849529999,-20020.0546875,-12517.46875,-27930.515625,-8895.14453125,-19428.181640625,-27150.306640625,-22094.341796875,-14061.4599609375,
794982.4889529998,-20032.349609375,-12521.55859375,-27933.400390625,-8892.5078125,-19435.53515625,-27157.056640625,-22100.197265625,-14071.697265625,
794982.4929529998,-20044.91015625,-12527.884765625,-27938.25,-8862.623046875,-19443.46875,-27161.52734375,-22105.62890625,-14086.44921875,
794982.4969529997,-20042.943359375,-12523.0341796875,-27931.634765625,-8854.107421875,-19441.14453125,-27153.771484375,-22099.103515625,-14073.26171875,
794982.5009529997,-20057.5390625,-12536.892578125,-27943.994140625,-8893.5576171875,-19459.138671875,-27168.970703125,-22114.748046875,-14090.4052734375,
794982.5049529996,-20055.794921875,-12538.814453125,-27940.9765625,-8911.349609375,-19468.75,-27174.69140625,-22121.857421875,-14109.1591796875,
794982.505270708,-20043.435546875,-12529.0244140625,-27926.291015625,-8880.34765625,-19466.849609375,-27168.34375,-22113.966796875,-14098.5859375,
794982.509270708,-20058.9921875,-12538.30078125,-27935.2109375,-8878.6494140625,-19479.970703125,-27178.916015625,-22124.962890625,-14104.4423828125,
794982.5132707079,-20071.240234375,-12545.408203125,-27940.0390625,-8909.830078125,-19489.357421875,-27185.17578125,-22132.40625,-14116.6689453125,
794982.5172707079,-20063.5078125,-12539.41796875,-27930.873046875,-8924.6494140625,-19483.43359375,-27180.369140625,-22126.23828125,-14108.4658203125,
794982.5212707078,-20070.525390625,-12542.5029296875,-27931.767578125,-8894.0498046875,-19481.9375,-27181.0390625,-22127.17578125,-14119.3955078125,
794982.5252707078,-20073.587890625,-12542.279296875,-27931.90234375,-8871.6083984375,-19480.529296875,-27183.611328125,-22126.685546875,-14109.6728515625,
794982.5292707077,-20084.853515625,-12549.029296875,-27937.982421875,-8897.5810546875,-19486.384765625,-27192.57421875,-22135.87109375,-14111.70703125,
794982.5332707077,-20098.509765625,-12560.5849609375,-27948.0625,-8929.5,-19493.716796875,-27200.822265625,-22147.494140625,-14134.37109375,
794982.5372707077,-20100.23046875,-12559.2666015625,-27948.330078125,-8902.744140625,-19481.244140625,-27189.376953125,-22139.693359375,-14126.97265625,
794982.5412707076,-20117.375,-12573.9072265625,-27963.240234375,-8878.380859375,-19490.810546875,-27198.294921875,-22149.37109375,-14112.4892578125,
794982.559297916,-20113.73046875,-12572.9228515625,-27960.712890625,-8894.6533203125,-19480.953125,-27193.37890625,-22145.83984375,-14104.107421875,
794982.563297916,-20110.51171875,-12577.7734375,-27965.02734375,-8921.1845703125,-19481.53515625,-27194.80859375,-22149.86328125,-14115.841796875,
794982.5672979159,-20109.373046875,-12579.0927734375,-27965.630859375,-8898.3857421875,-19478.8515625,-27191.947265625,-22148.8359375,-14118.0546875,
794982.5712979159,-20115.02734375,-12582.646484375,-27970.212890625,-8866.0205078125,-19477.6015625,-27188.013671875,-22149.037109375,-14118.0771484375,
794982.5752979158,-20116.48046875,-12581.5068359375,-27968.6484375,-8884.974609375,-19480.662109375,-27187.3203125,-22151.583984375,-14118.94921875,
794982.5792979158,-20103.60546875,-12572.9453125,-27959.529296875,-8912.35546875,-19473.5546875,-27179.005859375,-22145.259765625,-14119.060546875,
794982.5832979158,-20105.974609375,-12572.1630859375,-27960.84765625,-8899.16796875,-19480.619140625,-27178.759765625,-22142.95703125,-14115.484375,
794982.5872979157,-20109.41796875,-12578.064453125,-27972.0234375,-8874.044921875,-19486.09375,-27180.81640625,-22145.9296875,-14125.7216796875,
794982.5912979157,-20104.880859375,-12569.056640625,-27965.541015625,-8877.3310546875,-19478.0703125,-27168.478515625,-22134.57421875,-14115.39453125,
794982.5952979156,-20130.25,-12575.8291015625,-27972.671875,-8911.953125,-19485.267578125,-27171.5625,-22140.564453125,-14124.693359375,
794982.595190583,-20116.212890625,-12572.6103515625,-27972.24609375,-8911.193359375,-19493.6484375,-27178.4921875,-22143.984375,-14130.9736328125,
794982.599190583,-20092.18359375,-12569.0791015625,-27970.59375,-8886.31640625,-19495.548828125,-27179.185546875,-22139.873046875,-14137.12109375,
794982.603190583,-20112.546875,-12575.6953125,-27976.203125,-8887.8583984375,-19501.494140625,-27185.95703125,-22147.158203125,-14156.8349609375,
794982.6071905829,-20106.779296875,-12567.6484375,-27969.67578125,-8911.998046875,-19496.287109375,-27180.794921875,-22142.912109375,-14135.3544921875,
794982.6111905829,-20095.08984375,-12563.4013671875,-27964.06640625,-8923.5537109375,-19492.44140625,-27179.54296875,-22142.107421875,-14124.55859375,
794982.6151905828,-20108.814453125,-12563.423828125,-27960.19921875,-8890.1376953125,-19483.390625,-27179.51953125,-22140.431640625,-14130.3486328125,
794982.6191905828,-20104.208984375,-12561.7919921875,-27958.25390625,-8873.53125,-19470.939453125,-27174.2890625,-22135.736328125,-14139.333984375,
794982.6231905827,-20100.298828125,-12565.8154296875,-27960.423828125,-8895.2568359375,-19466.380859375,-27180.48046875,-22140.54296875,-14135.2880859375,
794982.6271905827,-20080.740234375,-12557.232421875,-27949.984375,-8910.3212890625,-19458.466796875,-27175.20703125,-22132.384765625,-14121.4970703125,
794982.6311905826,-20066.412109375,-12555.310546875,-27947.90625,-8876.302734375,-19448.275390625,-27171.763671875,-22126.796875,-14122.48046875,
794982.6294876661,-20048.330078125,-12549.2978515625,-27944.083984375,-8852.54296875,-19440.943359375,-27164.90234375,-22116.8046875,-14101.693359375,
794982.633487666,-20042.00390625,-12539.015625,-27933.6015625,-8867.7412109375,-19438.9765625,-27152.65234375,-22105.00390625,-14092.998046875,
794982.637487666,-20050.341796875,-12534.5009765625,-27929.33203125,-8884.662109375,-19432.181640625,-27153.63671875,-22101.3828125,-14097.55859375,
794982.6414876659,-20054.23046875,-12531.6171875,-27927.56640625,-8859.6279296875,-19430.05859375,-27158.80078125,-22100.95703125,-14110.74609375,
794982.6454876659,-20043.0546875,-12519.681640625,-27920.234375,-8833.87890625,-19427.599609375,-27152.36328125,-22090.18359375,-14076.994140625,
794982.6494876659,-20034.650390625,-12513.7578125,-27916.3671875,-8851.3134765625,-19423.30859375,-27150.08203125,-22086.98828125,-14064.8125,
794982.6534876658,-20048.44140625,-12526.6328125,-27929.064453125,-8887.634765625,-19433.9921875,-27164.65625,-22101.60546875,-14084.5498046875,
794982.6574876658,-20052.845703125,-12523.9287109375,-27923.1171875,-8868.5458984375,-19427.7109375,-27164.3203125,-22100.64453125,-14091.2548828125,
794982.6614876657,-20056.0859375,-12523.2802734375,-27922.58203125,-8838.5283203125,-19424.046875,-27161.99609375,-22097.470703125,-14096.6416015625,
794982.6654876657,-20044.216796875,-12506.4267578125,-27907.337890625,-8841.5009765625,-19406.275390625,-27148.541015625,-22082.205078125,-14096.5078125,
794982.6638402081,-20046.02734375,-12502.91796875,-27904.38671875,-8864.142578125,-19398.833984375,-27150.462890625,-22080.88671875,-14099.5693359375,
794982.667840208,-20019.16015625,-12497.3076171875,-27900.05078125,-8851.3134765625,-19394.966796875,-27140.8515625,-22070.470703125,-14073.3515625,
794982.671840208,-19996.65234375,-12487.986328125,-27893.48046875,-8816.958984375,-19391.568359375,-27130.748046875,-22057.751953125,-14041.6337890625,
794982.675840208,-20022.513671875,-12490.400390625,-27893.681640625,-8818.6123046875,-19388.1484375,-27131.486328125,-22058.9140625,-14054.8662109375,
794982.6798402079,-20015.673828125,-12484.56640625,-27886.416015625,-8845.814453125,-19380.974609375,-27124.66796875,-22051.11328125,-14054.6650390625,
794982.6838402079,-19992.583984375,-12490.5791015625,-27891.712890625,-8850.552734375,-19385.802734375,-27132.828125,-22056.58984375,-14068.634765625,
794982.6878402078,-20002.30859375,-12489.126953125,-27891.6015625,-8822.2783203125,-19384.23828125,-27130.94921875,-22054.5546875,-14072.412109375,
794982.6918402078,-19987.845703125,-12469.568359375,-27873.162109375,-8806.5654296875,-19367.33984375,-27113.3359375,-22036.607421875,-14057.5712890625,
794982.6958402077,-19958.140625,-12458.482421875,-27863.259765625,-8829.3193359375,-19363.96484375,-27105.2890625,-22026.771484375,-14022.3896484375,
794982.6998402077,-19957.224609375,-12453.3193359375,-27860.041015625,-8836.5166015625,-19353.951171875,-27095.388671875,-22018.48046875,-14004.5751953125,
794982.714351583,-19963.6171875,-12455.30859375,-27864.064453125,-8810.0966796875,-19350.798828125,-27098.271484375,-22018.2109375,-14015.1474609375,
794982.718351583,-19967.193359375,-12460.896484375,-27871.888671875,-8803.2119140625,-19357.482421875,-27103.435546875,-22024.4921875,-14023.8642578125,
794982.722351583,-19962.5,-12459.845703125,-27874.458984375,-8835.2197265625,-19359.673828125,-27108.75390625,-22030.818359375,-14024.244140625,
794982.7263515829,-19956.576171875,-12454.5263671875,-27871.28515625,-8849.1669921875,-19353.03515625,-27108.978515625,-22029.857421875,-14021.8974609375,
794982.7303515829,-19952.41796875,-12448.2900390625,-27867.462890625,-8814.8798828125,-19345.48046875,-27103.478515625,-22026.056640625,-14019.6171875,
794982.7343515828,-19971.08203125,-12467.490234375,-27888.271484375,-8801.87109375,-19361.908203125,-27121.427734375,-22041.859375,-14030.32421875,
794982.7383515828,-19987.623046875,-12478.978515625,-27896.810546875,-8831.7333984375,-19365.57421875,-27130.345703125,-22051.158203125,-14048.607421875,
794982.7423515827,-20003.158203125,-12489.685546875,-27908.1875,-8859.359375,-19370.916015625,-27134.5703125,-22058.869140625,-14063.806640625,
794982.7463515827,-20011.13671875,-12496.9052734375,-27915.115234375,-8845.412109375,-19374.513671875,-27135.15234375,-22060.634765625,-14068.5234375,
794982.7503515827,-19995.9609375,-12486.0869140625,-27903.134765625,-8816.4443359375,-19372.234375,-27123.060546875,-22049.056640625,-14053.681640625,
794982.748212125,-19997.412109375,-12492.0546875,-27908.74609375,-8841.1650390625,-19379.275390625,-27125.33984375,-22055.046875,-14063.650390625,
794982.752212125,-20020.345703125,-12512.283203125,-27928.974609375,-8889.6689453125,-19397.603515625,-27147.958984375,-22077.33203125,-14101.291015625,
794982.756212125,-20028.81640625,-12511.92578125,-27929.95703125,-8882.7392578125,-19403.416015625,-27155.669921875,-22079.96875,-14110.25390625,
794982.7602121249,-20031.4765625,-12517.1337890625,-27940.8203125,-8860.5,-19412.802734375,-27155.89453125,-22079.724609375,-14091.1875,
794982.7642121249,-20041.736328125,-12515.345703125,-27937.826171875,-8870.8935546875,-19404.755859375,-27148.7421875,-22074.626953125,-14086.8515625,
794982.7682121248,-20048.017578125,-12519.0107421875,-27940.44140625,-8898.7880859375,-19411.037109375,-27155.849609375,-22083.099609375,-14106.4990234375,
794982.7722121248,-20043.48046875,-12519.234375,-27940.44140625,-8896.0166015625,-19415.708984375,-27158.64453125,-22084.5078125,-14115.8193359375,
794982.7762121247,-20067.6640625,-12535.5068359375,-27958.857421875,-8875.9443359375,-19428.404296875,-27169.8203125,-22096.419921875,-14121.318359375,
794982.7802121247,-20097.369140625,-12544.55859375,-27966.30078125,-8882.650390625,-19431.19921875,-27172.412109375,-22104.623046875,-14143.982421875,
