lsl_timestamp,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,marker
85600.95958158301,30708.189453125,13961.63671875,20070.546875,45751.98828125,46285.94921875,-6310.16552734375,3774.7626953125,8828.8271484375,
85600.96358158301,30653.3828125,13961.0556640625,20027.990234375,45770.6953125,46308.3671875,-6272.56982421875,3808.379638671875,8834.4599609375,
85600.96758158301,30677.232421875,13995.65625,20083.779296875,45775.61328125,46318.625,-6242.484375,3837.5263671875,8880.7060546875,
85600.97158158301,30753.384765625,14004.060546875,20140.150390625,45725.09765625,46274.703125,-6263.5400390625,3814.63818359375,8894.8544921875,
85600.97558158301,30740.80078125,13964.69921875,20081.5,45691.125,46249.1328125,-6286.76318359375,3783.614013671875,8858.197265625,
85600.97958158301,30664.91796875,13946.3037109375,20017.216796875,45714.8828125,46280.828125,-6267.00439453125,3796.466064453125,8836.44921875,
85600.98358158302,30664.291015625,13977.7529296875,20059.931640625,45734.28515625,46306.37890625,-6232.158203125,3833.525390625,8871.4970703125,
85600.98758158302,30741.158203125,13991.6328125,20128.841796875,45691.125,46267.4609375,-6248.58642578125,3820.449462890625,8895.123046875,
85600.99158158302,30745.3828125,13953.92578125,20086.57421875,45660.390625,46241.22265625,-6280.41552734375,3783.65869140625,8865.439453125,
85600.99558158302,30666.951171875,13932.7138671875,20016.30078125,45686.36328125,46273.09375,-6263.763671875,3793.001708984375,8841.724609375,
85600.99228395801,30647.21484375,13959.9384765625,20040.26171875,45723.15234375,46313.4609375,-6227.375,3830.99951171875,8865.6630859375,
85600.99628395801,30727.390625,13988.6826171875,20126.875,45705.60546875,46298.59765625,-6233.3203125,3831.6923828125,8895.8603515625,
85601.00028395801,30749.5625,13958.5751953125,20103.44921875,45668.9296875,46262.9921875,-6273.44189453125,3790.408935546875,8870.513671875,
85601.00428395801,30671.48828125,13929.0703125,20019.98828125,45689.08984375,46284.00390625,-6271.36328125,3787.81591796875,8837.611328125,
